# Venue categories - hand-maintained source, merged on top of the
# TicketPortal export by tools/build_venue_tiers.py.
#
# See tools/venue_categories.sample.csv for the format and what each
# column means. Edit this file directly, or merge another file in with:
#     python tools/build_venue_tiers.py --import <file.csv>
# Then rebuild:
#     python tools/build_venue_tiers.py

venue,section,row_from,row_to,tier,sort
lane stadium,232,,,Club / Mezz (200s),
lane stadium,233,,,Club / Mezz (200s),
lane stadium,234,,,Club / Mezz (200s),
lane stadium,235,,,Club / Mezz (200s),
lane stadium,404,,,Upper (400+),
lane stadium,501,,,Upper (400+),
lane stadium,502,,,Upper (400+),
lane stadium,503,,,Upper (400+),
lane stadium,504,,,Upper (400+),
lane stadium,505,,,Upper (400+),
lane stadium,506,,,Upper (400+),
lane stadium,507,,,Upper (400+),
lane stadium,508,,,Upper (400+),
lane stadium,509,,,Upper (400+),
lane stadium,510,,,Upper (400+),
lane stadium,56,,,Other,
lane stadium,ARCHITECTURE ANNEX LOT 45,,,Other,
lane stadium,CASSELL COLISEUM LOT 1,,,Other,
lane stadium,CHICKEN HILL LOT 5,,,Other,
lane stadium,DUCK POND ROAD LOT 18,,,Other,
lane stadium,E231,,,Club / Mezz (200s),
lane stadium,ENGEL LOT 11,,,Other,
lane stadium,GA,,,Floor / GA,
lane stadium,HAHN LOT 59,,,Other,
lane stadium,HOKIES PREMIUM,,,Other,
lane stadium,HOKIES SIDELINE,,,Other,
lane stadium,LITTON REAVES LOT 19,,,Other,
lane stadium,LITTON REAVES OVERFLOW LOT 9,,,Other,
lane stadium,LOT 1,,,Other,
lane stadium,LOT 18,,,Other,
lane stadium,LOT 2,,,Other,
lane stadium,LOT 21,,,Other,
lane stadium,LOT 22,,,Other,
lane stadium,LOT 45,,,Other,
lane stadium,LOT 5,,,Other,
lane stadium,LOT 55,,,Other,
lane stadium,LOT 58,,,Other,
lane stadium,LOT 59,,,Other,
lane stadium,LOT 5B,,,Other,
lane stadium,LOWER END ZONE 201,,,Club / Mezz (200s),
lane stadium,LOWER END ZONE 202,,,Club / Mezz (200s),
lane stadium,LOWER END ZONE 204,,,Club / Mezz (200s),
lane stadium,LOWER END ZONE 205,,,Club / Mezz (200s),
lane stadium,LOWER END ZONE 206,,,Club / Mezz (200s),
lane stadium,LOWER LEVEL,,,Other,
lane stadium,LOWER PREMIUM,,,Other,
lane stadium,LOWER SIDELINE,,,Other,
lane stadium,MAINTENANCE LOT 3,,,Other,
lane stadium,MIDTOWN PARKING GARAGE,,,Other,
lane stadium,NC1,,,Other,
lane stadium,NC2,,,Other,
lane stadium,NC3,,,Other,
lane stadium,NC5,,,Other,
lane stadium,NORTH CLUB 1,,,Other,
lane stadium,NORTH CLUB 3,,,Other,
lane stadium,NORTH CLUB 5,,,Other,
lane stadium,PARKING LOT 22,,,Other,
lane stadium,PRICE LOT 55,,,Other,
lane stadium,PUBLIC SAFETY LOT 3,,,Other,
lane stadium,SC2,,,Other,
lane stadium,SEZ;502,,,Upper (400+),
lane stadium,STADIUM LOT 2,,,Other,
lane stadium,TURNER LOT,,,Other,
lane stadium,UPPER 502,,,Upper (400+),
lane stadium,UPPER 503,,,Upper (400+),
lane stadium,UPPER 504,,,Upper (400+),
lane stadium,UPPER 505,,,Upper (400+),
lane stadium,UPPER 506,,,Upper (400+),
lane stadium,UPPER 507,,,Upper (400+),
lane stadium,UPPER 508,,,Upper (400+),
lane stadium,UPPER 509,,,Upper (400+),
lane stadium,UPPER LEVEL,,,Other,
lane stadium,UPPER SIDELINE,,,Other,
lane stadium,W;113,,,Lower (100s),
lane stadium,WRIGHT HOUSE LOT 56,,,Other,
lane stadium,,,,Club / Mezz (200s),1
lane stadium,,,,Floor / GA,4
lane stadium,,,,Lower (100s),0
lane stadium,,,,Other,3
lane stadium,,,,Upper (400+),2
memorial stadium,1,,,Other,
memorial stadium,101,,,Lower (100s),
memorial stadium,102,,,Lower (100s),
memorial stadium,103,,,Lower (100s),
memorial stadium,104,,,Lower (100s),
memorial stadium,105,,,Lower (100s),
memorial stadium,106,,,Lower (100s),
memorial stadium,107,,,Lower (100s),
memorial stadium,108,,,Lower (100s),
memorial stadium,109,,,Lower (100s),
memorial stadium,110,,,Lower (100s),
memorial stadium,111,,,Lower (100s),
memorial stadium,117,,,Lower (100s),
memorial stadium,118,,,Lower (100s),
memorial stadium,119,,,Lower (100s),
memorial stadium,120,,,Lower (100s),
memorial stadium,121,,,Lower (100s),
memorial stadium,122,,,Lower (100s),
memorial stadium,123,,,Lower (100s),
memorial stadium,124,,,Lower (100s),
memorial stadium,125,,,Lower (100s),
memorial stadium,126,,,Lower (100s),
memorial stadium,14,,,Other,
memorial stadium,14 D,,,Other,
memorial stadium,14TH & AVERY GARAGE,,,Other,
memorial stadium,15,,,Other,
memorial stadium,16,,,Other,
memorial stadium,16 A,,,Other,
memorial stadium,16 B,,,Other,
memorial stadium,16 B 1,,,Other,
memorial stadium,16 B 2,,,Other,
memorial stadium,16 C,,,Other,
memorial stadium,16A,,,Other,
memorial stadium,16B,,,Other,
memorial stadium,16B1,,,Other,
memorial stadium,16B2,,,Other,
memorial stadium,16C,,,Other,
memorial stadium,17,,,Other,
memorial stadium,17TH & R ST GARAGE,,,Other,
memorial stadium,17TH & R ST PARKING GARAGE,,,Other,
memorial stadium,18,,,Other,
memorial stadium,19,,,Other,
memorial stadium,2,,,Other,
memorial stadium,20,,,Other,
memorial stadium,201,,,Club / Mezz (200s),
memorial stadium,202,,,Club / Mezz (200s),
memorial stadium,203,,,Club / Mezz (200s),
memorial stadium,204,,,Club / Mezz (200s),
memorial stadium,205,,,Club / Mezz (200s),
memorial stadium,206,,,Club / Mezz (200s),
memorial stadium,207,,,Club / Mezz (200s),
memorial stadium,208,,,Club / Mezz (200s),
memorial stadium,209,,,Club / Mezz (200s),
memorial stadium,21,,,Other,
memorial stadium,210,,,Club / Mezz (200s),
memorial stadium,211,,,Club / Mezz (200s),
memorial stadium,218,,,Club / Mezz (200s),
memorial stadium,219,,,Club / Mezz (200s),
memorial stadium,22,,,Other,
memorial stadium,220,,,Club / Mezz (200s),
memorial stadium,221,,,Club / Mezz (200s),
memorial stadium,222,,,Club / Mezz (200s),
memorial stadium,223,,,Club / Mezz (200s),
memorial stadium,224,,,Club / Mezz (200s),
memorial stadium,225,,,Club / Mezz (200s),
memorial stadium,226,,,Club / Mezz (200s),
memorial stadium,227,,,Club / Mezz (200s),
memorial stadium,228,,,Club / Mezz (200s),
memorial stadium,229,,,Club / Mezz (200s),
memorial stadium,23,,,Other,
memorial stadium,230,,,Club / Mezz (200s),
memorial stadium,231,,,Club / Mezz (200s),
memorial stadium,24,,,Other,
memorial stadium,25,,,Other,
memorial stadium,26,,,Other,
memorial stadium,27,,,Other,
memorial stadium,28,,,Other,
memorial stadium,29,,,Other,
memorial stadium,3,,,Other,
memorial stadium,30,,,Other,
memorial stadium,31,,,Other,
memorial stadium,310,,,Upper (300s),
memorial stadium,32,,,Other,
memorial stadium,322,,,Upper (300s),
memorial stadium,323,,,Upper (300s),
memorial stadium,324,,,Upper (300s),
memorial stadium,33,,,Other,
memorial stadium,330,,,Upper (300s),
memorial stadium,34,,,Other,
memorial stadium,35,,,Other,
memorial stadium,36,,,Other,
memorial stadium,36 A,,,Other,
memorial stadium,36 B,,,Other,
memorial stadium,36 C,,,Other,
memorial stadium,36A,,,Other,
memorial stadium,36B,,,Other,
memorial stadium,36C,,,Other,
memorial stadium,37,,,Other,
memorial stadium,38,,,Other,
memorial stadium,39,,,Other,
memorial stadium,4,,,Other,
memorial stadium,40,,,Other,
memorial stadium,401,,,Upper (400+),
memorial stadium,402,,,Upper (400+),
memorial stadium,403,,,Upper (400+),
memorial stadium,404,,,Upper (400+),
memorial stadium,405,,,Upper (400+),
memorial stadium,406,,,Upper (400+),
memorial stadium,407,,,Upper (400+),
memorial stadium,408,,,Upper (400+),
memorial stadium,409,,,Upper (400+),
memorial stadium,41,,,Other,
memorial stadium,410,,,Upper (400+),
memorial stadium,411,,,Upper (400+),
memorial stadium,413,,,Upper (400+),
memorial stadium,5,,,Other,
memorial stadium,6,,,Other,
memorial stadium,601,,,Upper (400+),
memorial stadium,602,,,Upper (400+),
memorial stadium,603,,,Upper (400+),
memorial stadium,604,,,Upper (400+),
memorial stadium,605,,,Upper (400+),
memorial stadium,606,,,Upper (400+),
memorial stadium,607,,,Upper (400+),
memorial stadium,608,,,Upper (400+),
memorial stadium,609,,,Upper (400+),
memorial stadium,610,,,Upper (400+),
memorial stadium,611,,,Upper (400+),
memorial stadium,612,,,Upper (400+),
memorial stadium,613,,,Upper (400+),
memorial stadium,7,,,Other,
memorial stadium,8,,,Other,
memorial stadium,9,,,Other,
memorial stadium,ALEXANDER NORTH,,,Other,
memorial stadium,BEADLE SOUTH LOT,,,Other,
memorial stadium,BLUE3,,,Other,
memorial stadium,BOATHOUSE NORTH,,,Other,
memorial stadium,CARRIAGE,,,Other,
memorial stadium,CENTER PARK,,,Other,
memorial stadium,CHAMPIONS CLUB,,,Other,
memorial stadium,CLUB 207,,,Club / Mezz (200s),
memorial stadium,CLUB 209,,,Club / Mezz (200s),
memorial stadium,CLUB 225,,,Club / Mezz (200s),
memorial stadium,CLUB 226,,,Club / Mezz (200s),
memorial stadium,CLUB 227,,,Club / Mezz (200s),
memorial stadium,CLUB 230,,,Club / Mezz (200s),
memorial stadium,CLUB 324,,,Upper (300s),
memorial stadium,CLUB LEVEL,,,Other,
memorial stadium,CLUB LEVEL 201,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 202,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 203,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 204,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 205,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 206,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 207,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 208,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 209,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 210,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 211,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 221,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 222,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 223,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 224,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 225,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 226,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 227,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 228,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 229,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 230,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 231,,,Club / Mezz (200s),
memorial stadium,CLUB LEVEL 322,,,Upper (300s),
memorial stadium,CLUB LEVEL 324,,,Upper (300s),
memorial stadium,CLUB LEVEL 402,,,Upper (400+),
memorial stadium,CLUB LEVEL 403,,,Upper (400+),
memorial stadium,CLUB LEVEL 404,,,Upper (400+),
memorial stadium,CLUB LEVEL 405,,,Upper (400+),
memorial stadium,CLUB LEVEL 406,,,Upper (400+),
memorial stadium,CLUB LEVEL 407,,,Upper (400+),
memorial stadium,CLUB LEVEL 408,,,Upper (400+),
memorial stadium,CLUB LEVEL 409,,,Upper (400+),
memorial stadium,CLUB LEVEL 411,,,Upper (400+),
memorial stadium,CLUB LEVEL 413,,,Upper (400+),
memorial stadium,CORNHUSKERS PREMIUM,,,Other,
memorial stadium,CORNHUSKERS SIDELINE,,,Other,
memorial stadium,END ZONE,,,Other,
memorial stadium,ENDZONE 14,,,Other,
memorial stadium,ENDZONE 15,,,Other,
memorial stadium,ENDZONE 16,,,Other,
memorial stadium,ENDZONE 16A,,,Other,
memorial stadium,ENDZONE 16B1,,,Other,
memorial stadium,ENDZONE 16B2,,,Other,
memorial stadium,ENDZONE 16C,,,Other,
memorial stadium,ENDZONE 17,,,Other,
memorial stadium,ENDZONE 18,,,Other,
memorial stadium,ENDZONE 19,,,Other,
memorial stadium,ENDZONE 20,,,Other,
memorial stadium,ENDZONE 32,,,Other,
memorial stadium,ENDZONE 33,,,Other,
memorial stadium,ENDZONE 34,,,Other,
memorial stadium,ENDZONE 35,,,Other,
memorial stadium,ENDZONE 36,,,Other,
memorial stadium,ENDZONE 36A,,,Other,
memorial stadium,ENDZONE 36B,,,Other,
memorial stadium,ENDZONE 36C,,,Other,
memorial stadium,ENDZONE 37,,,Other,
memorial stadium,ENDZONE 38,,,Other,
memorial stadium,ENDZONE 39,,,Other,
memorial stadium,ENDZONE 40,,,Other,
memorial stadium,ENDZONE 41,,,Other,
memorial stadium,FLR1,,,Floor / GA,
memorial stadium,FLR2,,,Floor / GA,
memorial stadium,FLR3,,,Floor / GA,
memorial stadium,FLR4,,,Floor / GA,
memorial stadium,FLR5,,,Floor / GA,
memorial stadium,FLR6,,,Floor / GA,
memorial stadium,GREEN 2 GARAGE,,,Other,
memorial stadium,GREEN2,,,Other,
memorial stadium,LOT 10,,,Other,
memorial stadium,LOT 12,,,Other,
memorial stadium,LOT 14,,,Other,
memorial stadium,LOT 17,,,Other,
memorial stadium,LOT 20,,,Other,
memorial stadium,LOT 21,,,Other,
memorial stadium,LOT 25,,,Other,
memorial stadium,LOT 27,,,Other,
memorial stadium,LOT 7,,,Other,
memorial stadium,LOWER PREMIUM,,,Other,
memorial stadium,LOWER SIDELINE,,,Other,
memorial stadium,LUMBERWORKS GARAGE,,,Other,
memorial stadium,MARKET PLACE GARAGE 16,,,Other,
memorial stadium,RED 1,,,Other,
memorial stadium,RED 1 GARAGE,,,Other,
memorial stadium,SIDELINE 1,,,Other,
memorial stadium,SIDELINE 2,,,Other,
memorial stadium,SIDELINE 21,,,Other,
memorial stadium,SIDELINE 22,,,Other,
memorial stadium,SIDELINE 23,,,Other,
memorial stadium,SIDELINE 24,,,Other,
memorial stadium,SIDELINE 25,,,Other,
memorial stadium,SIDELINE 26,,,Other,
memorial stadium,SIDELINE 27,,,Other,
memorial stadium,SIDELINE 28,,,Other,
memorial stadium,SIDELINE 29,,,Other,
memorial stadium,SIDELINE 3,,,Other,
memorial stadium,SIDELINE 30,,,Other,
memorial stadium,SIDELINE 31,,,Other,
memorial stadium,SIDELINE 4,,,Other,
memorial stadium,SIDELINE 5,,,Other,
memorial stadium,SIDELINE 6,,,Other,
memorial stadium,SIDELINE 7,,,Other,
memorial stadium,SIDELINE 8,,,Other,
memorial stadium,STADIUM DRIVE PARKING GARAGE 1,,,Other,
memorial stadium,SUITE 300 LEVEL,,,Upper (300s),
memorial stadium,UPPER LEVEL,,,Other,
memorial stadium,,,,Club / Mezz (200s),2
memorial stadium,,,,Floor / GA,5
memorial stadium,,,,Lower (100s),4
memorial stadium,,,,Other,0
memorial stadium,,,,Upper (300s),3
memorial stadium,,,,Upper (400+),1
memorial stadium - ne,1,,,Cat H - Visitor Sideline Corner,
memorial stadium - ne,10,,,Other,
memorial stadium - ne,11,,,Other,
memorial stadium - ne,14,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,14(QUE),,,Other,
memorial stadium - ne,14TH & AVERY GARAGE,,,Other,
memorial stadium - ne,14TH AND AVERY GARAGE,,,Other,
memorial stadium - ne,15,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16 A,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16 B,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16 B 1,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16 B 2,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16 C,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16A,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16B,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16B1,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16B2,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,16C,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,17,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,17TH & R ST GARAGE,,,Other,
memorial stadium - ne,18,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,18TH & R ST GARAGE,,,Other,
memorial stadium - ne,19,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,2,,,Cat H - Visitor Sideline Corner,
memorial stadium - ne,20,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,201,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,202,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,203,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,204,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,205,,,Cat E - Visitor 200 Middle Clubs,
memorial stadium - ne,206,,,Cat E - Visitor 200 Middle Clubs,
memorial stadium - ne,207,,,Cat E - Visitor 200 Middle Clubs,
memorial stadium - ne,208,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,209,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,21,,,Cat G - Home Sideline Corner,
memorial stadium - ne,210,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,211,,,Cat F - Visitor 200 Corner Clubs,
memorial stadium - ne,22,,,Cat G - Home Sideline Corner,
memorial stadium - ne,221,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,222,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,223,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,224,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,225,,,Cat C - Home 200 Middle Clubs,
memorial stadium - ne,226,,,Cat C - Home 200 Middle Clubs,
memorial stadium - ne,227,,,Cat C - Home 200 Middle Clubs,
memorial stadium - ne,228,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,229,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,23,,,Cat G - Home Sideline Corner,
memorial stadium - ne,230,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,231,,,Cat D - Home 200 Corner Clubs,
memorial stadium - ne,24,,,Cat G - Home Sideline Corner,
memorial stadium - ne,25,,,Cat A - Home Sideline Middle,
memorial stadium - ne,26,,,Cat A - Home Sideline Middle,
memorial stadium - ne,27,,,Cat A - Home Sideline Middle,
memorial stadium - ne,28,,,Cat G - Home Sideline Corner,
memorial stadium - ne,29,,,Cat G - Home Sideline Corner,
memorial stadium - ne,3,,,Cat H - Visitor Sideline Corner,
memorial stadium - ne,30,,,Cat G - Home Sideline Corner,
memorial stadium - ne,31,,,Cat G - Home Sideline Corner,
memorial stadium - ne,310,,,Upper (300s),
memorial stadium - ne,32,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,322,,,Upper (300s),
memorial stadium - ne,323,,,Upper (300s),
memorial stadium - ne,324,,,Upper (300s),
memorial stadium - ne,327,,,Upper (300s),
memorial stadium - ne,328,,,Upper (300s),
memorial stadium - ne,329,,,Upper (300s),
memorial stadium - ne,33,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,330,,,Upper (300s),
memorial stadium - ne,34,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,35,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,36,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,36 A,,,Other,
memorial stadium - ne,36 B,,,Other,
memorial stadium - ne,36 C,,,Other,
memorial stadium - ne,36-B,,,Other,
memorial stadium - ne,36A,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,36B,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,36C,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,37,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,38,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,39,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,4,,,Cat H - Visitor Sideline Corner,
memorial stadium - ne,40,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,401,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,402,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,403,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,404,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,405,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,406,,,Cat I - 400 Middle Clubs,
memorial stadium - ne,407,,,Cat I - 400 Middle Clubs,
memorial stadium - ne,408,,,Cat I - 400 Middle Clubs,
memorial stadium - ne,409,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,41,,,Cat L - Endzone Above Row 30,
memorial stadium - ne,410,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,411,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,412,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,413,,,Cat J - 400 Corner Clubs,
memorial stadium - ne,5,,,Cat B - Visitor Sideline Middle,
memorial stadium - ne,6,,,Cat B - Visitor Sideline Middle,
memorial stadium - ne,601,,,Cat N - 600 Corners,
memorial stadium - ne,602,,,Cat N - 600 Corners,
memorial stadium - ne,603,,,Cat N - 600 Corners,
memorial stadium - ne,604,,,Cat N - 600 Corners,
memorial stadium - ne,605,,,Cat N - 600 Corners,
memorial stadium - ne,606,,,Cat M - 600 Middle,
memorial stadium - ne,607,,,Cat M - 600 Middle,
memorial stadium - ne,608,,,Cat M - 600 Middle,
memorial stadium - ne,609,,,Cat N - 600 Corners,
memorial stadium - ne,610,,,Cat N - 600 Corners,
memorial stadium - ne,611,,,Cat N - 600 Corners,
memorial stadium - ne,612,,,Cat N - 600 Corners,
memorial stadium - ne,613,,,Cat N - 600 Corners,
memorial stadium - ne,7,,,Cat B - Visitor Sideline Middle,
memorial stadium - ne,8,,,Cat H - Visitor Sideline Corner,
memorial stadium - ne,9,,,Other,
memorial stadium - ne,9 - 14TH AND AVERY GARAGE,,,Other,
memorial stadium - ne,ALEXANDER NORTH,,,Other,
memorial stadium - ne,BLUE3,,,Other,
memorial stadium - ne,CARRIAGE,,,Other,
memorial stadium - ne,CENTER PARK,,,Other,
memorial stadium - ne,CHAMPIONS CLUB,,,Other,
memorial stadium - ne,CHAMPIONS LOT,,,Other,
memorial stadium - ne,CL:201,,,Club / Mezz (200s),
memorial stadium - ne,CL:409,,,Upper (400+),
memorial stadium - ne,CL;201,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 207,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 209,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 224,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 225,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 226,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 227,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 230,,,Club / Mezz (200s),
memorial stadium - ne,CLUB 324,,,Other,
memorial stadium - ne,CLUB LEVEL,,,Other,
memorial stadium - ne,CORNHUSKER SQUARE,,,Other,
memorial stadium - ne,CORNHUSKERS PREMIUM,,,Other,
memorial stadium - ne,CORNHUSKERS SIDELINE,,,Other,
memorial stadium - ne,EAGLE,,,Other,
memorial stadium - ne,END ZONE,,,Other,
memorial stadium - ne,ENDZONE 14,,,Other,
memorial stadium - ne,ENDZONE 15,,,Other,
memorial stadium - ne,ENDZONE 16,,,Other,
memorial stadium - ne,ENDZONE 16A,,,Other,
memorial stadium - ne,ENDZONE 16B,,,Other,
memorial stadium - ne,ENDZONE 16B1,,,Other,
memorial stadium - ne,ENDZONE 16B2,,,Other,
memorial stadium - ne,ENDZONE 16C,,,Other,
memorial stadium - ne,ENDZONE 17,,,Other,
memorial stadium - ne,ENDZONE 18,,,Other,
memorial stadium - ne,ENDZONE 19,,,Other,
memorial stadium - ne,ENDZONE 20,,,Other,
memorial stadium - ne,ENDZONE 32,,,Other,
memorial stadium - ne,ENDZONE 33,,,Other,
memorial stadium - ne,ENDZONE 34,,,Other,
memorial stadium - ne,ENDZONE 35,,,Other,
memorial stadium - ne,ENDZONE 36,,,Other,
memorial stadium - ne,ENDZONE 36A,,,Other,
memorial stadium - ne,ENDZONE 36B,,,Other,
memorial stadium - ne,ENDZONE 36C,,,Other,
memorial stadium - ne,ENDZONE 37,,,Other,
memorial stadium - ne,ENDZONE 38,,,Other,
memorial stadium - ne,ENDZONE 39,,,Other,
memorial stadium - ne,ENDZONE 40,,,Other,
memorial stadium - ne,ENDZONE 41,,,Other,
memorial stadium - ne,ES:5,,,Other,
memorial stadium - ne,ES:8,,,Other,
memorial stadium - ne,ES;5,,,Other,
memorial stadium - ne,ES;8,,,Other,
memorial stadium - ne,GARAGE 17,,,Other,
memorial stadium - ne,GREEN 2 GARAGE,,,Other,
memorial stadium - ne,GREEN2,,,Other,
memorial stadium - ne,LOT 1,,,Other,
memorial stadium - ne,LOT 10,,,Other,
memorial stadium - ne,LOT 19,,,Other,
memorial stadium - ne,LOT 20,,,Other,
memorial stadium - ne,LOT 21,,,Other,
memorial stadium - ne,LOT 25,,,Other,
memorial stadium - ne,LOT 27,,,Other,
memorial stadium - ne,LOT 5,,,Other,
memorial stadium - ne,LOT 7,,,Other,
memorial stadium - ne,LOT20,,,Other,
memorial stadium - ne,LOT21,,,Other,
memorial stadium - ne,LOT:1,,,Other,
memorial stadium - ne,LOT:21,,,Other,
memorial stadium - ne,LOWER 3,,,Other,
memorial stadium - ne,LOWER PREMIUM,,,Other,
memorial stadium - ne,LOWER SIDELINE,,,Other,
memorial stadium - ne,LUMBERWORKS GARAGE,,,Other,
memorial stadium - ne,NS 34,,,Other,
memorial stadium - ne,NS 37,,,Other,
memorial stadium - ne,NS 38,,,Other,
memorial stadium - ne,NS 40,,,Other,
memorial stadium - ne,NS:33,,,Other,
memorial stadium - ne,NS:34,,,Other,
memorial stadium - ne,PREGAME TAILGATE,,,Other,
memorial stadium - ne,RED 1,,,Other,
memorial stadium - ne,RED 1 GARAGE,,,Other,
memorial stadium - ne,RED1,,,Other,
memorial stadium - ne,SIDELINE 1,,,Other,
memorial stadium - ne,SIDELINE 2,,,Other,
memorial stadium - ne,SIDELINE 21,,,Other,
memorial stadium - ne,SIDELINE 22,,,Other,
memorial stadium - ne,SIDELINE 23,,,Other,
memorial stadium - ne,SIDELINE 24,,,Other,
memorial stadium - ne,SIDELINE 25,,,Other,
memorial stadium - ne,SIDELINE 26,,,Other,
memorial stadium - ne,SIDELINE 27,,,Other,
memorial stadium - ne,SIDELINE 28,,,Other,
memorial stadium - ne,SIDELINE 29,,,Other,
memorial stadium - ne,SIDELINE 3,,,Other,
memorial stadium - ne,SIDELINE 30,,,Other,
memorial stadium - ne,SIDELINE 31,,,Other,
memorial stadium - ne,SIDELINE 4,,,Other,
memorial stadium - ne,SIDELINE 5,,,Other,
memorial stadium - ne,SIDELINE 6,,,Other,
memorial stadium - ne,SIDELINE 7,,,Other,
memorial stadium - ne,SIDELINE 8,,,Other,
memorial stadium - ne,SS 15,,,Other,
memorial stadium - ne,SS 16B1,,,Other,
memorial stadium - ne,SS:19,,,Other,
memorial stadium - ne,SUITE 300 LEVEL,,,Upper (300s),
memorial stadium - ne,UNIVERSITY SQUARE,,,Other,
memorial stadium - ne,UPPER 604,,,Upper (400+),
memorial stadium - ne,UPPER 612,,,Upper (400+),
memorial stadium - ne,UPPER LEVEL,,,Other,
memorial stadium - ne,WS:21,,,Other,
memorial stadium - ne,WS:28,,,Other,
memorial stadium - ne,WS;21,,,Other,
memorial stadium - ne,WS;28,,,Other,
memorial stadium - ne,WS;31,,,Other,
memorial stadium - ne,,,,Cat A - Home Sideline Middle,4
memorial stadium - ne,,,,Cat B - Visitor Sideline Middle,5
